date_game,visitor_team_name,home_team_name,visitor_goals,home_goals,overtimes
823,2017-02-11,Buffalo Sabres,Toronto Maple Leafs,3,1,
824,2017-02-11,Tampa Bay Lightning,Winnipeg Jets,4,1,
825,2017-02-11,Anaheim Ducks,Washington Capitals,4,6,
826,2017-02-12,Montreal Canadiens,Boston Bruins,0,4,
827,2017-02-12,Vancouver Canucks,Buffalo Sabres,4,2,
828,2017-02-12,Detroit Red Wings,Minnesota Wild,3,6,
829,2017-02-12,San Jose Sharks,New Jersey Devils,4,1,
830,2017-02-12,Dallas Stars,Nashville Predators,3,5,
831,2017-02-12,Colorado Avalanche,New York Islanders,1,5,
832,2017-02-13,New York Rangers,Columbus Blue Jackets,3,2,
833,2017-02-13,Arizona Coyotes,Calgary Flames,5,0,
834,2017-02-14,Arizona Coyotes,Edmonton Oilers,2,5,
835,2017-02-14,Anaheim Ducks,Minnesota Wild,1,0,
836,2017-02-14,Colorado Avalanche,New Jersey Devils,2,3,
837,2017-02-14,Buffalo Sabres,Ottawa Senators,3,2,
838,2017-02-14,Vancouver Canucks,Pittsburgh Penguins,0,4,
839,2017-02-14,New York Islanders,Toronto Maple Leafs,1,7,
840,2017-02-14,Dallas Stars,Winnipeg Jets,2,5,
841,2017-02-15,Toronto Maple Leafs,Columbus Blue Jackets,2,5,
842,2017-02-15,Philadelphia Flyers,Calgary Flames,1,3,
843,2017-02-15,St. Louis Blues,Detroit Red Wings,2,0,
844,2017-02-15,Florida Panthers,San Jose Sharks,6,5,OT
845,2017-02-16,Colorado Avalanche,Buffalo Sabres,0,2,
846,2017-02-16,Philadelphia Flyers,Edmonton Oilers,3,6,
847,2017-02-16,Arizona Coyotes,Los Angeles Kings,5,3,
848,2017-02-16,Dallas Stars,Minnesota Wild,1,3,
849,2017-02-16,Ottawa Senators,New Jersey Devils,3,0,
850,2017-02-16,New York Rangers,New York Islanders,2,4,
851,2017-02-16,Winnipeg Jets,Pittsburgh Penguins,3,4,OT
852,2017-02-16,Vancouver Canucks,St. Louis Blues,3,4,
853,2017-02-17,Florida Panthers,Anaheim Ducks,4,1,
854,2017-02-17,Colorado Avalanche,Carolina Hurricanes,2,1,OT
855,2017-02-17,Pittsburgh Penguins,Columbus Blue Jackets,1,2,OT
856,2017-02-18,San Jose Sharks,Arizona Coyotes,4,1,
857,2017-02-18,St. Louis Blues,Buffalo Sabres,2,3,
858,2017-02-18,Edmonton Oilers,Chicago Blackhawks,3,1,
859,2017-02-18,Tampa Bay Lightning,Dallas Stars,3,4,OT
860,2017-02-18,Washington Capitals,Detroit Red Wings,2,3,SO
861,2017-02-18,Florida Panthers,Los Angeles Kings,3,2,
862,2017-02-18,Nashville Predators,Minnesota Wild,2,5,
863,2017-02-18,Winnipeg Jets,Montreal Canadiens,3,1,
864,2017-02-18,New York Islanders,New Jersey Devils,2,3,
865,2017-02-18,Ottawa Senators,Toronto Maple Leafs,6,3,
866,2017-02-18,Calgary Flames,Vancouver Canucks,1,2,OT
867,2017-02-19,Los Angeles Kings,Anaheim Ducks,0,1,
868,2017-02-19,Chicago Blackhawks,Buffalo Sabres,5,1,
869,2017-02-19,Toronto Maple Leafs,Carolina Hurricanes,4,0,
870,2017-02-19,Nashville Predators,Columbus Blue Jackets,4,3,
871,2017-02-19,Tampa Bay Lightning,Colorado Avalanche,3,2,OT
872,2017-02-19,New Jersey Devils,New York Islanders,4,6,
873,2017-02-19,Washington Capitals,New York Rangers,1,2,
874,2017-02-19,Winnipeg Jets,Ottawa Senators,3,2,
875,2017-02-19,Detroit Red Wings,Pittsburgh Penguins,5,2,
876,2017-02-19,Boston Bruins,San Jose Sharks,2,1,OT
877,2017-02-19,Philadelphia Flyers,Vancouver Canucks,3,2,
878,2017-02-20,Anaheim Ducks,Arizona Coyotes,2,3,
879,2017-02-20,Florida Panthers,St. Louis Blues,2,1,
880,2017-02-21,Pittsburgh Penguins,Carolina Hurricanes,3,1,
881,2017-02-21,Los Angeles Kings,Colorado Avalanche,2,1,
882,2017-02-21,New York Islanders,Detroit Red Wings,3,1,
883,2017-02-21,Chicago Blackhawks,Minnesota Wild,5,3,
884,2017-02-21,Ottawa Senators,New Jersey Devils,2,1,
885,2017-02-21,Calgary Flames,Nashville Predators,6,5,OT
886,2017-02-21,Montreal Canadiens,New York Rangers,3,2,SO
887,2017-02-21,Edmonton Oilers,Tampa Bay Lightning,1,4,
888,2017-02-21,Winnipeg Jets,Toronto Maple Leafs,4,5,OT
889,2017-02-22,Boston Bruins,Anaheim Ducks,3,5,
890,2017-02-22,Edmonton Oilers,Florida Panthers,4,3,
891,2017-02-22,Washington Capitals,Philadelphia Flyers,4,1,
892,2017-02-23,Arizona Coyotes,Chicago Blackhawks,3,6,
893,2017-02-23,Boston Bruins,Los Angeles Kings,4,1,
894,2017-02-23,New York Islanders,Montreal Canadiens,3,0,
895,2017-02-23,Colorado Avalanche,Nashville Predators,2,4,
896,2017-02-23,Calgary Flames,Tampa Bay Lightning,3,2,
897,2017-02-23,New York Rangers,Toronto Maple Leafs,2,1,SO
898,2017-02-24,Ottawa Senators,Carolina Hurricanes,0,3,
899,2017-02-24,Arizona Coyotes,Dallas Stars,2,5,
900,2017-02-24,Calgary Flames,Florida Panthers,4,2,
901,2017-02-24,Edmonton Oilers,Washington Capitals,1,2,
902,2017-02-25,New York Islanders,Columbus Blue Jackets,0,7,
903,2017-02-25,Buffalo Sabres,Colorado Avalanche,3,5,
904,2017-02-25,Anaheim Ducks,Los Angeles Kings,1,4,
905,2017-02-25,New York Rangers,New Jersey Devils,4,3,OT
906,2017-02-25,Washington Capitals,Nashville Predators,2,5,
907,2017-02-25,Philadelphia Flyers,Pittsburgh Penguins,2,4,
908,2017-02-25,Montreal Canadiens,Toronto Maple Leafs,3,2,OT
909,2017-02-25,San Jose Sharks,Vancouver Canucks,4,1,
910,2017-02-26,Buffalo Sabres,Arizona Coyotes,2,3,
911,2017-02-26,Calgary Flames,Carolina Hurricanes,3,1,
912,2017-02-26,St. Louis Blues,Chicago Blackhawks,2,4,
913,2017-02-26,Boston Bruins,Dallas Stars,6,3,
914,2017-02-26,Ottawa Senators,Florida Panthers,2,1,
915,2017-02-26,Edmonton Oilers,Nashville Predators,4,5,
916,2017-02-26,Columbus Blue Jackets,New York Rangers,5,2,
917,2017-02-27,Los Angeles Kings,Minnesota Wild,4,5,OT
918,2017-02-27,Montreal Canadiens,New Jersey Devils,4,3,OT
919,2017-02-27,Ottawa Senators,Tampa Bay Lightning,1,5,
920,2017-02-28,Arizona Coyotes,Boston Bruins,1,4,
921,2017-02-28,Nashville Predators,Buffalo Sabres,5,4,OT
922,2017-02-28,Los Angeles Kings,Calgary Flames,1,2,OT
923,2017-02-28,Pittsburgh Penguins,Dallas Stars,2,3,
924,2017-02-28,Carolina Hurricanes,Florida Panthers,2,3,SO
925,2017-02-28,Columbus Blue Jackets,Montreal Canadiens,0,1,OT
926,2017-02-28,Washington Capitals,New York Rangers,4,1,
927,2017-02-28,Colorado Avalanche,Philadelphia Flyers,0,4,
928,2017-02-28,Toronto Maple Leafs,San Jose Sharks,1,3,
929,2017-02-28,Edmonton Oilers,St. Louis Blues,2,1,
930,2017-02-28,Detroit Red Wings,Vancouver Canucks,3,2,OT
931,2017-02-28,Minnesota Wild,Winnipeg Jets,6,5,
932,2017-03-01,Pittsburgh Penguins,Chicago Blackhawks,1,4,
933,2017-03-01,Carolina Hurricanes,Tampa Bay Lightning,3,4,OT
934,2017-03-02,New York Rangers,Boston Bruins,2,1,
935,2017-03-02,Arizona Coyotes,Buffalo Sabres,3,6,
936,2017-03-02,Minnesota Wild,Columbus Blue Jackets,0,1,
937,2017-03-02,New York Islanders,Dallas Stars,5,4,
938,2017-03-02,Toronto Maple Leafs,Los Angeles Kings,2,3,SO
939,2017-03-02,Nashville Predators,Montreal Canadiens,1,2,
940,2017-03-02,Colorado Avalanche,Ottawa Senators,1,2,
941,2017-03-02,Florida Panthers,Philadelphia Flyers,1,2,SO
942,2017-03-02,Vancouver Canucks,San Jose Sharks,1,3,
943,2017-03-02,New Jersey Devils,Washington Capitals,0,1,
944,2017-03-03,Toronto Maple Leafs,Anaheim Ducks,2,5,
945,2017-03-03,Arizona Coyotes,Carolina Hurricanes,4,2,
946,2017-03-03,Detroit Red Wings,Calgary Flames,2,3,OT
947,2017-03-03,New York Islanders,Chicago Blackhawks,1,2,SO
948,2017-03-03,Tampa Bay Lightning,Pittsburgh Penguins,2,5,
949,2017-03-03,St. Louis Blues,Winnipeg Jets,0,3,
950,2017-03-04,New Jersey Devils,Boston Bruins,2,3,
951,2017-03-04,Tampa Bay Lightning,Buffalo Sabres,2,1,SO
952,2017-03-04,Detroit Red Wings,Edmonton Oilers,3,4,
953,2017-03-04,Dallas Stars,Florida Panthers,2,1,
954,2017-03-04,Vancouver Canucks,Los Angeles Kings,4,3,
955,2017-03-04,Chicago Blackhawks,Nashville Predators,5,3,
956,2017-03-04,Montreal Canadiens,New York Rangers,4,1,
957,2017-03-04,Columbus Blue Jackets,Ottawa Senators,2,3,
958,2017-03-04,Colorado Avalanche,Winnipeg Jets,1,6,
959,2017-03-04,Philadelphia Flyers,Washington Capitals,1,2,OT
960,2017-03-05,Vancouver Canucks,Anaheim Ducks,2,1,
961,2017-03-05,Carolina Hurricanes,Arizona Coyotes,2,1,
962,2017-03-05,New York Islanders,Calgary Flames,2,5,
963,2017-03-05,St. Louis Blues,Colorado Avalanche,3,0,
964,2017-03-05,San Jose Sharks,Minnesota Wild,1,3,
965,2017-03-05,Columbus Blue Jackets,New Jersey Devils,3,0,
966,2017-03-05,Buffalo Sabres,Pittsburgh Penguins,3,4,
967,2017-03-06,Boston Bruins,Ottawa Senators,2,4,
968,2017-03-06,New York Rangers,Tampa Bay Lightning,1,0,OT
969,2017-03-06,San Jose Sharks,Winnipeg Jets,3,2,
970,2017-03-06,Dallas Stars,Washington Capitals,4,2,
971,2017-03-07,Nashville Predators,Anaheim Ducks,3,4,SO
972,2017-03-07,Philadelphia Flyers,Buffalo Sabres,6,3,
973,2017-03-07,New Jersey Devils,Columbus Blue Jackets,0,2,
974,2017-03-07,Carolina Hurricanes,Colorado Avalanche,1,3,
975,2017-03-07,New York Islanders,Edmonton Oilers,4,1,
976,2017-03-07,New York Rangers,Florida Panthers,5,2,
977,2017-03-07,St. Louis Blues,Minnesota Wild,2,1,
978,2017-03-07,Detroit Red Wings,Toronto Maple Leafs,2,3,
979,2017-03-07,Montreal Canadiens,Vancouver Canucks,2,1,OT
980,2017-03-08,Detroit Red Wings,Boston Bruins,1,6,
981,2017-03-08,Ottawa Senators,Dallas Stars,5,2,
982,2017-03-08,Pittsburgh Penguins,Winnipeg Jets,7,4,
983,2017-03-09,Ottawa Senators,Arizona Coyotes,3,2,OT
984,2017-03-09,New York Rangers,Carolina Hurricanes,3,4,
985,2017-03-09,Montreal Canadiens,Calgary Flames,0,5,
986,2017-03-09,Anaheim Ducks,Chicago Blackhawks,1,0,
987,2017-03-09,New Jersey Devils,Colorado Avalanche,2,3,
988,2017-03-09,Nashville Predators,Los Angeles Kings,2,3,OT
989,2017-03-09,Washington Capitals,San Jose Sharks,2,4,
990,2017-03-09,Minnesota Wild,Tampa Bay Lightning,1,4,
991,2017-03-09,Philadelphia Flyers,Toronto Maple Leafs,2,4,
992,2017-03-09,New York Islanders,Vancouver Canucks,4,3,OT
993,2017-03-10,Buffalo Sabres,Columbus Blue Jackets,3,4,
994,2017-03-10,Chicago Blackhawks,Detroit Red Wings,2,4,
995,2017-03-10,Pittsburgh Penguins,Edmonton Oilers,3,2,SO
996,2017-03-10,Minnesota Wild,Florida Panthers,7,4,
997,2017-03-10,Anaheim Ducks,St. Louis Blues,3,4,
998,2017-03-11,New Jersey Devils,Arizona Coyotes,4,5,
999,2017-03-11,Philadelphia Flyers,Boston Bruins,1,2,
1000,2017-03-11,Columbus Blue Jackets,Buffalo Sabres,3,5,
1001,2017-03-11,Toronto Maple Leafs,Carolina Hurricanes,3,2,OT
1002,2017-03-11,Ottawa Senators,Colorado Avalanche,4,2,
1003,2017-03-11,Washington Capitals,Los Angeles Kings,2,4,
1004,2017-03-11,Nashville Predators,San Jose Sharks,3,1,
1005,2017-03-11,New York Islanders,St. Louis Blues,3,4,
1006,2017-03-11,Florida Panthers,Tampa Bay Lightning,2,3,
1007,2017-03-11,Pittsburgh Penguins,Vancouver Canucks,3,0,
1008,2017-03-11,Calgary Flames,Winnipeg Jets,3,0,
1009,2017-03-12,Washington Capitals,Anaheim Ducks,2,5,
1010,2017-03-12,Minnesota Wild,Chicago Blackhawks,2,4,
1011,2017-03-12,New York Rangers,Detroit Red Wings,4,1,
1012,2017-03-12,Montreal Canadiens,Edmonton Oilers,4,1,
1013,2017-03-12,Dallas Stars,San Jose Sharks,1,5,
1014,2017-03-13,Colorado Avalanche,Arizona Coyotes,0,1,
1015,2017-03-13,Pittsburgh Penguins,Calgary Flames,3,4,SO
1016,2017-03-13,St. Louis Blues,Los Angeles Kings,3,1,
1017,2017-03-13,Winnipeg Jets,Nashville Predators,4,5,OT
1018,2017-03-13,Carolina Hurricanes,New York Islanders,8,4,
1019,2017-03-13,Tampa Bay Lightning,New York Rangers,3,2,
1020,2017-03-13,Columbus Blue Jackets,Philadelphia Flyers,5,3,
1021,2017-03-13,Boston Bruins,Vancouver Canucks,6,3,
1022,2017-03-14,New York Islanders,Carolina Hurricanes,3,2,OT
1023,2017-03-14,Dallas Stars,Edmonton Oilers,1,7,
1024,2017-03-14,Toronto Maple Leafs,Florida Panthers,2,7,
1025,2017-03-14,Arizona Coyotes,Los Angeles Kings,3,2,SO
1026,2017-03-14,Chicago Blackhawks,Montreal Canadiens,4,2,
1027,2017-03-14,Tampa Bay Lightning,Ottawa Senators,2,1,OT
1028,2017-03-14,Buffalo Sabres,San Jose Sharks,1,4,
1029,2017-03-14,Minnesota Wild,Washington Capitals,2,4,
1030,2017-03-15,St. Louis Blues,Anaheim Ducks,1,2,
1031,2017-03-15,Boston Bruins,Calgary Flames,5,2,
1032,2017-03-15,Detroit Red Wings,Colorado Avalanche,1,3,
1033,2017-03-15,Pittsburgh Penguins,Philadelphia Flyers,0,4,
1034,2017-03-16,Detroit Red Wings,Arizona Coyotes,5,4,SO
1035,2017-03-16,Minnesota Wild,Carolina Hurricanes,1,3,
1036,2017-03-16,Florida Panthers,Columbus Blue Jackets,1,2,
1037,2017-03-16,Boston Bruins,Edmonton Oilers,4,7,
1038,2017-03-16,Buffalo Sabres,Los Angeles Kings,0,2,
1039,2017-03-16,Philadelphia Flyers,New Jersey Devils,2,6,
1040,2017-03-16,Winnipeg Jets,New York Islanders,4,2,
1041,2017-03-16,Chicago Blackhawks,Ottawa Senators,2,1,
1042,2017-03-16,St. Louis Blues,San Jose Sharks,4,1,
1043,2017-03-16,Toronto Maple Leafs,Tampa Bay Lightning,5,0,
1044,2017-03-16,Dallas Stars,Vancouver Canucks,4,2,
1045,2017-03-16,Nashville Predators,Washington Capitals,2,1,OT
1046,2017-03-17,Buffalo Sabres,Anaheim Ducks,2,1,SO
1047,2017-03-17,Dallas Stars,Calgary Flames,1,3,
1048,2017-03-17,Florida Panthers,New York Rangers,4,3,SO
1049,2017-03-17,New Jersey Devils,Pittsburgh Penguins,4,6,
1050,2017-03-18,St. Louis Blues,Arizona Coyotes,3,0,
1051,2017-03-18,Nashville Predators,Carolina Hurricanes,2,4,
1052,2017-03-18,Colorado Avalanche,Detroit Red Wings,1,5,
1053,2017-03-18,Vancouver Canucks,Edmonton Oilers,0,2,
1054,2017-03-18,New York Rangers,Minnesota Wild,3,2,
1055,2017-03-18,Columbus Blue Jackets,New York Islanders,3,2,OT
1056,2017-03-18,Montreal Canadiens,Ottawa Senators,4,3,SO
1057,2017-03-18,Anaheim Ducks,San Jose Sharks,2,1,
1058,2017-03-18,Washington Capitals,Tampa Bay Lightning,5,3,
1059,2017-03-18,Chicago Blackhawks,Toronto Maple Leafs,2,1,OT
1060,2017-03-19,Los Angeles Kings,Calgary Flames,2,5,
1061,2017-03-19,Colorado Avalanche,Chicago Blackhawks,3,6,
1062,2017-03-19,Ottawa Senators,Montreal Canadiens,1,4,
1063,2017-03-19,Columbus Blue Jackets,New Jersey Devils,4,1,
1064,2017-03-19,Carolina Hurricanes,Philadelphia Flyers,3,4,OT
1065,2017-03-19,Florida Panthers,Pittsburgh Penguins,0,4,
1066,2017-03-19,Minnesota Wild,Winnipeg Jets,4,5,
1067,2017-03-20,San Jose Sharks,Dallas Stars,0,1,
1068,2017-03-20,Buffalo Sabres,Detroit Red Wings,2,1,
1069,2017-03-20,Los Angeles Kings,Edmonton Oilers,0,2,
1070,2017-03-20,Arizona Coyotes,Nashville Predators,1,3,
1071,2017-03-20,Boston Bruins,Toronto Maple Leafs,2,4,
1072,2017-03-21,Ottawa Senators,Boston Bruins,3,2,
1073,2017-03-21,Pittsburgh Penguins,Buffalo Sabres,3,1,
1074,2017-03-21,Vancouver Canucks,Chicago Blackhawks,5,4,OT
1075,2017-03-21,St. Louis Blues,Colorado Avalanche,4,2,
1076,2017-03-21,Carolina Hurricanes,Florida Panthers,4,3,
1077,2017-03-21,San Jose Sharks,Minnesota Wild,2,3,
1078,2017-03-21,Detroit Red Wings,Montreal Canadiens,2,1,OT
1079,2017-03-21,New York Rangers,New Jersey Devils,2,3,OT
1080,2017-03-21,Arizona Coyotes,Tampa Bay Lightning,5,3,
1081,2017-03-21,Philadelphia Flyers,Winnipeg Jets,2,3,
1082,2017-03-21,Calgary Flames,Washington Capitals,2,4,
1083,2017-03-22,Edmonton Oilers,Anaheim Ducks,3,4,
1084,2017-03-22,Toronto Maple Leafs,Columbus Blue Jackets,5,2,
1085,2017-03-22,New York Islanders,New York Rangers,3,2,
1086,2017-03-23,Tampa Bay Lightning,Boston Bruins,6,3,
1087,2017-03-23,Dallas Stars,Chicago Blackhawks,2,3,SO
1088,2017-03-23,Edmonton Oilers,Colorado Avalanche,7,4,
1089,2017-03-23,Arizona Coyotes,Florida Panthers,1,3,
1090,2017-03-23,Winnipeg Jets,Los Angeles Kings,2,5,
1091,2017-03-23,Philadelphia Flyers,Minnesota Wild,3,1,
1092,2017-03-23,Carolina Hurricanes,Montreal Canadiens,4,1,
1093,2017-03-23,Calgary Flames,Nashville Predators,1,3,
1094,2017-03-23,Pittsburgh Penguins,Ottawa Senators,1,2,SO
1095,2017-03-23,Vancouver Canucks,St. Louis Blues,1,4,
1096,2017-03-23,New Jersey Devils,Toronto Maple Leafs,2,4,
1097,2017-03-23,Columbus Blue Jackets,Washington Capitals,1,2,SO
1098,2017-03-24,Winnipeg Jets,Anaheim Ducks,1,3,
1099,2017-03-24,San Jose Sharks,Dallas Stars,1,6,
1100,2017-03-24,Tampa Bay Lightning,Detroit Red Wings,2,1,OT
1101,2017-03-24,New York Islanders,Pittsburgh Penguins,4,3,SO
1102,2017-03-25,Toronto Maple Leafs,Buffalo Sabres,2,5,
1103,2017-03-25,Philadelphia Flyers,Columbus Blue Jackets,0,1,
1104,2017-03-25,Colorado Avalanche,Edmonton Oilers,1,4,
1105,2017-03-25,Chicago Blackhawks,Florida Panthers,0,7,
1106,2017-03-25,New York Rangers,Los Angeles Kings,3,0,
1107,2017-03-25,Vancouver Canucks,Minnesota Wild,4,2,
1108,2017-03-25,Ottawa Senators,Montreal Canadiens,1,3,
1109,2017-03-25,Carolina Hurricanes,New Jersey Devils,3,1,
1110,2017-03-25,San Jose Sharks,Nashville Predators,2,7,
1111,2017-03-25,Boston Bruins,New York Islanders,2,1,
1112,2017-03-25,Calgary Flames,St. Louis Blues,3,2,OT
1113,2017-03-25,Arizona Coyotes,Washington Capitals,1,4,
1114,2017-03-26,New York Rangers,Anaheim Ducks,3,6,
1115,2017-03-26,Minnesota Wild,Detroit Red Wings,2,3,OT
1116,2017-03-26,Dallas Stars,New Jersey Devils,2,1,OT
1117,2017-03-26,Philadelphia Flyers,Pittsburgh Penguins,6,2,
1118,2017-03-26,Vancouver Canucks,Winnipeg Jets,1,2,
1119,2017-03-27,Florida Panthers,Buffalo Sabres,2,4,
1120,2017-03-27,Detroit Red Wings,Carolina Hurricanes,4,3,OT
1121,2017-03-27,Colorado Avalanche,Calgary Flames,2,4,
1122,2017-03-27,Nashville Predators,New York Islanders,3,1,
1123,2017-03-27,Arizona Coyotes,St. Louis Blues,1,4,
1124,2017-03-27,Chicago Blackhawks,Tampa Bay Lightning,4,5,OT
1125,2017-03-28,Nashville Predators,Boston Bruins,1,4,
1126,2017-03-28,Detroit Red Wings,Carolina Hurricanes,1,4,
1127,2017-03-28,Buffalo Sabres,Columbus Blue Jackets,1,3,
1128,2017-03-28,Los Angeles Kings,Edmonton Oilers,1,2,
1129,2017-03-28,Washington Capitals,Minnesota Wild,5,4,OT
1130,2017-03-28,Dallas Stars,Montreal Canadiens,1,4,
1131,2017-03-28,Winnipeg Jets,New Jersey Devils,4,3,SO
1132,2017-03-28,Ottawa Senators,Philadelphia Flyers,2,3,SO
1133,2017-03-28,New York Rangers,San Jose Sharks,4,5,OT
1134,2017-03-28,Florida Panthers,Toronto Maple Leafs,2,3,
1135,2017-03-28,Anaheim Ducks,Vancouver Canucks,4,1,
1136,2017-03-29,St. Louis Blues,Arizona Coyotes,3,1,
1137,2017-03-29,Los Angeles Kings,Calgary Flames,4,1,
1138,2017-03-29,Washington Capitals,Colorado Avalanche,5,3,
1139,2017-03-29,Chicago Blackhawks,Pittsburgh Penguins,5,1,
1140,2017-03-30,Dallas Stars,Boston Bruins,0,2,
1141,2017-03-30,Columbus Blue Jackets,Carolina Hurricanes,1,2,OT
1142,2017-03-30,San Jose Sharks,Edmonton Oilers,2,3,
1143,2017-03-30,Ottawa Senators,Minnesota Wild,1,5,
1144,2017-03-30,Florida Panthers,Montreal Canadiens,2,6,
1145,2017-03-30,Toronto Maple Leafs,Nashville Predators,3,1,
1146,2017-03-30,New York Islanders,Philadelphia Flyers,3,6,
1147,2017-03-30,Detroit Red Wings,Tampa Bay Lightning,3,5,
1148,2017-03-30,Anaheim Ducks,Winnipeg Jets,3,4,OT
1149,2017-03-31,Washington Capitals,Arizona Coyotes,3,6,
1150,2017-03-31,San Jose Sharks,Calgary Flames,2,5,
1151,2017-03-31,Columbus Blue Jackets,Chicago Blackhawks,1,3,
1152,2017-03-31,St. Louis Blues,Colorado Avalanche,1,2,SO
1153,2017-03-31,New Jersey Devils,New York Islanders,1,2,
1154,2017-03-31,Pittsburgh Penguins,New York Rangers,4,3,SO
1155,2017-03-31,Los Angeles Kings,Vancouver Canucks,2,0,
1156,2017-04-01,Florida Panthers,Boston Bruins,2,5,
1157,2017-04-01,Dallas Stars,Carolina Hurricanes,3,0,
1158,2017-04-01,Toronto Maple Leafs,Detroit Red Wings,5,4,
1159,2017-04-01,Anaheim Ducks,Edmonton Oilers,2,3,OT
1160,2017-04-01,Minnesota Wild,Nashville Predators,0,3,
1161,2017-04-01,New Jersey Devils,Philadelphia Flyers,0,3,
1162,2017-04-01,Montreal Canadiens,Tampa Bay Lightning,2,1,OT
1163,2017-04-01,Ottawa Senators,Winnipeg Jets,2,4,
1164,2017-04-02,New York Islanders,Buffalo Sabres,4,2,
1165,2017-04-02,Washington Capitals,Columbus Blue Jackets,3,2,
1166,2017-04-02,Anaheim Ducks,Calgary Flames,4,3,
1167,2017-04-02,Boston Bruins,Chicago Blackhawks,3,2,
1168,2017-04-02,Arizona Coyotes,Los Angeles Kings,2,1,
1169,2017-04-02,Colorado Avalanche,Minnesota Wild,2,5,
1170,2017-04-02,Philadelphia Flyers,New York Rangers,3,4,
1171,2017-04-02,Carolina Hurricanes,Pittsburgh Penguins,2,3,
1172,2017-04-02,Nashville Predators,St. Louis Blues,1,4,
1173,2017-04-02,Dallas Stars,Tampa Bay Lightning,3,6,
1174,2017-04-02,San Jose Sharks,Vancouver Canucks,3,1,
1175,2017-04-03,Toronto Maple Leafs,Buffalo Sabres,4,2,
1176,2017-04-03,Ottawa Senators,Detroit Red Wings,4,5,SO
1177,2017-04-03,Montreal Canadiens,Florida Panthers,4,1,
1178,2017-04-04,Calgary Flames,Anaheim Ducks,1,3,
1179,2017-04-04,Tampa Bay Lightning,Boston Bruins,0,4,
1180,2017-04-04,Chicago Blackhawks,Colorado Avalanche,3,4,OT
1181,2017-04-04,Arizona Coyotes,Dallas Stars,2,3,OT
1182,2017-04-04,Edmonton Oilers,Los Angeles Kings,4,6,
1183,2017-04-04,Carolina Hurricanes,Minnesota Wild,3,5,
1184,2017-04-04,Philadelphia Flyers,New Jersey Devils,0,1,OT
1185,2017-04-04,New York Islanders,Nashville Predators,2,1,OT
1186,2017-04-04,Detroit Red Wings,Ottawa Senators,0,2,
1187,2017-04-04,Columbus Blue Jackets,Pittsburgh Penguins,1,4,
1188,2017-04-04,Vancouver Canucks,San Jose Sharks,1,3,
1189,2017-04-04,Winnipeg Jets,St. Louis Blues,5,2,
1190,2017-04-04,Washington Capitals,Toronto Maple Leafs,4,1,
1191,2017-04-05,Montreal Canadiens,Buffalo Sabres,1,2,
1192,2017-04-05,New York Rangers,Washington Capitals,0,2,
1193,2017-04-06,Chicago Blackhawks,Anaheim Ducks,0,4,
1194,2017-04-06,Vancouver Canucks,Arizona Coyotes,3,4,
1195,2017-04-06,Ottawa Senators,Boston Bruins,2,1,SO
1196,2017-04-06,New York Islanders,Carolina Hurricanes,3,0,
1197,2017-04-06,Winnipeg Jets,Columbus Blue Jackets,5,4,
1198,2017-04-06,Minnesota Wild,Colorado Avalanche,4,3,
1199,2017-04-06,Nashville Predators,Dallas Stars,7,3,
1200,2017-04-06,St. Louis Blues,Florida Panthers,6,3,
1201,2017-04-06,Calgary Flames,Los Angeles Kings,4,1,
1202,2017-04-06,Pittsburgh Penguins,New Jersey Devils,7,4,
1203,2017-04-06,Edmonton Oilers,San Jose Sharks,4,2,
1204,2017-04-06,Tampa Bay Lightning,Toronto Maple Leafs,4,1,
1205,2017-04-07,Tampa Bay Lightning,Montreal Canadiens,4,2,
1206,2017-04-08,Minnesota Wild,Arizona Coyotes,3,1,
1207,2017-04-08,Washington Capitals,Boston Bruins,3,1,
1208,2017-04-08,St. Louis Blues,Carolina Hurricanes,5,4,SO
1209,2017-04-08,Colorado Avalanche,Dallas Stars,3,4,SO
1210,2017-04-08,Montreal Canadiens,Detroit Red Wings,3,2,OT
1211,2017-04-08,Buffalo Sabres,Florida Panthers,0,3,
1212,2017-04-08,Chicago Blackhawks,Los Angeles Kings,2,3,OT
1213,2017-04-08,New York Islanders,New Jersey Devils,4,2,
1214,2017-04-08,New York Rangers,Ottawa Senators,1,3,
1215,2017-04-08,Columbus Blue Jackets,Philadelphia Flyers,2,4,
1216,2017-04-08,Calgary Flames,San Jose Sharks,1,3,
1217,2017-04-08,Pittsburgh Penguins,Toronto Maple Leafs,3,5,
1218,2017-04-08,Edmonton Oilers,Vancouver Canucks,3,2,
1219,2017-04-08,Nashville Predators,Winnipeg Jets,1,2,
1220,2017-04-09,Los Angeles Kings,Anaheim Ducks,3,4,OT
1221,2017-04-09,New Jersey Devils,Detroit Red Wings,1,4,
1222,2017-04-09,Vancouver Canucks,Edmonton Oilers,2,5,
1223,2017-04-09,Ottawa Senators,New York Islanders,2,4,
1224,2017-04-09,Pittsburgh Penguins,New York Rangers,2,3,
1225,2017-04-09,Carolina Hurricanes,Philadelphia Flyers,4,3,SO
1226,2017-04-09,Colorado Avalanche,St. Louis Blues,2,3,
1227,2017-04-09,Buffalo Sabres,Tampa Bay Lightning,2,4,
1228,2017-04-09,Columbus Blue Jackets,Toronto Maple Leafs,3,2,
1229,2017-04-09,Florida Panthers,Washington Capitals,2,0,
