date_game,visitor_team_name,home_team_name,visitor_goals,home_goals,overtimes
409,2016-12-09,St. Louis Blues,New Jersey Devils,4,1,
410,2016-12-10,Nashville Predators,Arizona Coyotes,1,4,
411,2016-12-10,Toronto Maple Leafs,Boston Bruins,4,1,
412,2016-12-10,New York Islanders,Columbus Blue Jackets,2,6,
413,2016-12-10,Winnipeg Jets,Calgary Flames,2,6,
414,2016-12-10,Vancouver Canucks,Florida Panthers,2,4,
415,2016-12-10,Ottawa Senators,Los Angeles Kings,1,4,
416,2016-12-10,Colorado Avalanche,Montreal Canadiens,1,10,
417,2016-12-10,Dallas Stars,Philadelphia Flyers,2,4,
418,2016-12-10,Carolina Hurricanes,San Jose Sharks,3,4,
419,2016-12-10,Pittsburgh Penguins,Tampa Bay Lightning,4,3,
420,2016-12-11,Ottawa Senators,Anaheim Ducks,1,5,
421,2016-12-11,Dallas Stars,Chicago Blackhawks,1,3,
422,2016-12-11,Philadelphia Flyers,Detroit Red Wings,1,0,OT
423,2016-12-11,Winnipeg Jets,Edmonton Oilers,2,3,
424,2016-12-11,St. Louis Blues,Minnesota Wild,1,3,
425,2016-12-11,New Jersey Devils,New York Rangers,0,5,
426,2016-12-11,Colorado Avalanche,Toronto Maple Leafs,3,1,
427,2016-12-11,Vancouver Canucks,Washington Capitals,0,3,
428,2016-12-12,Boston Bruins,Montreal Canadiens,2,1,OT
429,2016-12-12,Arizona Coyotes,Pittsburgh Penguins,0,7,
430,2016-12-13,Los Angeles Kings,Buffalo Sabres,3,6,
431,2016-12-13,Vancouver Canucks,Carolina Hurricanes,6,8,
432,2016-12-13,Anaheim Ducks,Dallas Stars,2,6,
433,2016-12-13,Arizona Coyotes,Detroit Red Wings,4,1,
434,2016-12-13,Columbus Blue Jackets,Edmonton Oilers,3,1,
435,2016-12-13,Florida Panthers,Minnesota Wild,1,5,
436,2016-12-13,St. Louis Blues,Nashville Predators,3,6,
437,2016-12-13,Washington Capitals,New York Islanders,4,2,
438,2016-12-13,Chicago Blackhawks,New York Rangers,2,1,
439,2016-12-13,San Jose Sharks,Toronto Maple Leafs,3,2,SO
440,2016-12-14,Tampa Bay Lightning,Calgary Flames,6,3,
441,2016-12-14,Philadelphia Flyers,Colorado Avalanche,4,3,
442,2016-12-14,San Jose Sharks,Ottawa Senators,4,3,SO
443,2016-12-14,Boston Bruins,Pittsburgh Penguins,3,4,OT
444,2016-12-15,Anaheim Ducks,Boston Bruins,4,3,
445,2016-12-15,New York Rangers,Dallas Stars,2,0,
446,2016-12-15,Los Angeles Kings,Detroit Red Wings,4,1,
447,2016-12-15,Minnesota Wild,Nashville Predators,5,2,
448,2016-12-15,Chicago Blackhawks,New York Islanders,5,4,
449,2016-12-15,New Jersey Devils,St. Louis Blues,2,5,
450,2016-12-15,Arizona Coyotes,Toronto Maple Leafs,3,2,SO
451,2016-12-15,Florida Panthers,Winnipeg Jets,3,4,SO
452,2016-12-16,New York Islanders,Buffalo Sabres,2,3,OT
453,2016-12-16,Washington Capitals,Carolina Hurricanes,4,3,SO
454,2016-12-16,Columbus Blue Jackets,Calgary Flames,4,1,
455,2016-12-16,Florida Panthers,Colorado Avalanche,3,1,
456,2016-12-16,San Jose Sharks,Montreal Canadiens,4,2,
457,2016-12-16,Los Angeles Kings,Pittsburgh Penguins,1,0,OT
458,2016-12-16,Tampa Bay Lightning,Vancouver Canucks,2,4,
459,2016-12-17,Buffalo Sabres,Carolina Hurricanes,1,2,SO
460,2016-12-17,Philadelphia Flyers,Dallas Stars,1,3,
461,2016-12-17,Anaheim Ducks,Detroit Red Wings,4,6,
462,2016-12-17,Tampa Bay Lightning,Edmonton Oilers,2,3,SO
463,2016-12-17,Arizona Coyotes,Minnesota Wild,1,4,
464,2016-12-17,New York Rangers,Nashville Predators,2,1,SO
465,2016-12-17,New Jersey Devils,Ottawa Senators,1,3,
466,2016-12-17,Chicago Blackhawks,St. Louis Blues,6,4,
467,2016-12-17,Pittsburgh Penguins,Toronto Maple Leafs,1,2,OT
468,2016-12-17,Montreal Canadiens,Washington Capitals,2,1,
469,2016-12-18,Los Angeles Kings,Boston Bruins,0,1,
470,2016-12-18,San Jose Sharks,Chicago Blackhawks,1,4,
471,2016-12-18,Ottawa Senators,New York Islanders,6,2,
472,2016-12-18,New Jersey Devils,New York Rangers,2,3,SO
473,2016-12-18,Columbus Blue Jackets,Vancouver Canucks,4,3,OT
474,2016-12-18,Colorado Avalanche,Winnipeg Jets,1,4,
475,2016-12-19,Calgary Flames,Arizona Coyotes,4,2,
476,2016-12-19,Nashville Predators,Philadelphia Flyers,2,1,SO
477,2016-12-19,Edmonton Oilers,St. Louis Blues,3,2,OT
478,2016-12-19,Anaheim Ducks,Toronto Maple Leafs,3,2,
479,2016-12-20,New York Islanders,Boston Bruins,4,2,
480,2016-12-20,Los Angeles Kings,Columbus Blue Jackets,2,3,SO
481,2016-12-20,Ottawa Senators,Chicago Blackhawks,4,3,
482,2016-12-20,St. Louis Blues,Dallas Stars,3,2,OT
483,2016-12-20,Buffalo Sabres,Florida Panthers,3,4,SO
484,2016-12-20,Colorado Avalanche,Minnesota Wild,0,2,
485,2016-12-20,Anaheim Ducks,Montreal Canadiens,1,5,
486,2016-12-20,Nashville Predators,New Jersey Devils,5,1,
487,2016-12-20,New York Rangers,Pittsburgh Penguins,2,7,
488,2016-12-20,Calgary Flames,San Jose Sharks,1,4,
489,2016-12-20,Detroit Red Wings,Tampa Bay Lightning,1,4,
490,2016-12-20,Winnipeg Jets,Vancouver Canucks,1,4,
491,2016-12-21,Edmonton Oilers,Arizona Coyotes,3,2,
492,2016-12-21,Washington Capitals,Philadelphia Flyers,2,3,SO
493,2016-12-22,Carolina Hurricanes,Buffalo Sabres,3,1,
494,2016-12-22,Pittsburgh Penguins,Columbus Blue Jackets,1,7,
495,2016-12-22,Toronto Maple Leafs,Colorado Avalanche,6,0,
496,2016-12-22,Boston Bruins,Florida Panthers,3,1,
497,2016-12-22,Minnesota Wild,Montreal Canadiens,4,2,
498,2016-12-22,Philadelphia Flyers,New Jersey Devils,0,4,
499,2016-12-22,Los Angeles Kings,Nashville Predators,4,0,
500,2016-12-22,Anaheim Ducks,Ottawa Senators,1,2,OT
501,2016-12-22,St. Louis Blues,Tampa Bay Lightning,2,5,
502,2016-12-22,Winnipeg Jets,Vancouver Canucks,4,1,
503,2016-12-23,Toronto Maple Leafs,Arizona Coyotes,4,1,
504,2016-12-23,Boston Bruins,Carolina Hurricanes,2,3,OT
505,2016-12-23,Montreal Canadiens,Columbus Blue Jackets,1,2,
506,2016-12-23,Vancouver Canucks,Calgary Flames,1,4,
507,2016-12-23,Colorado Avalanche,Chicago Blackhawks,2,1,OT
508,2016-12-23,Los Angeles Kings,Dallas Stars,2,3,OT
509,2016-12-23,Detroit Red Wings,Florida Panthers,4,3,SO
510,2016-12-23,Buffalo Sabres,New York Islanders,1,5,
511,2016-12-23,Minnesota Wild,New York Rangers,7,4,
512,2016-12-23,New Jersey Devils,Pittsburgh Penguins,1,4,
513,2016-12-23,Edmonton Oilers,San Jose Sharks,2,3,OT
514,2016-12-23,Tampa Bay Lightning,Washington Capitals,0,4,
515,2016-12-27,San Jose Sharks,Anaheim Ducks,3,2,OT
516,2016-12-27,Dallas Stars,Arizona Coyotes,3,2,
517,2016-12-27,Boston Bruins,Columbus Blue Jackets,3,4,
518,2016-12-27,Winnipeg Jets,Chicago Blackhawks,3,1,
519,2016-12-27,Calgary Flames,Colorado Avalanche,6,3,
520,2016-12-27,Buffalo Sabres,Detroit Red Wings,4,3,
521,2016-12-27,Pittsburgh Penguins,New Jersey Devils,5,2,
522,2016-12-27,Minnesota Wild,Nashville Predators,3,2,OT
523,2016-12-27,Washington Capitals,New York Islanders,3,4,
524,2016-12-27,Ottawa Senators,New York Rangers,3,4,
525,2016-12-28,Toronto Maple Leafs,Florida Panthers,3,2,SO
526,2016-12-28,Carolina Hurricanes,Pittsburgh Penguins,2,3,
527,2016-12-28,Philadelphia Flyers,St. Louis Blues,3,6,
528,2016-12-28,Montreal Canadiens,Tampa Bay Lightning,3,4,OT
529,2016-12-28,Los Angeles Kings,Vancouver Canucks,1,2,
530,2016-12-29,New York Rangers,Arizona Coyotes,6,3,
531,2016-12-29,Boston Bruins,Buffalo Sabres,4,2,
532,2016-12-29,Anaheim Ducks,Calgary Flames,3,1,
533,2016-12-29,Colorado Avalanche,Dallas Stars,2,4,
534,2016-12-29,Los Angeles Kings,Edmonton Oilers,1,3,
535,2016-12-29,Montreal Canadiens,Florida Panthers,3,2,OT
536,2016-12-29,New York Islanders,Minnesota Wild,4,6,
537,2016-12-29,Chicago Blackhawks,Nashville Predators,3,2,
538,2016-12-29,Detroit Red Wings,Ottawa Senators,3,2,OT
539,2016-12-29,Toronto Maple Leafs,Tampa Bay Lightning,3,2,OT
540,2016-12-29,Columbus Blue Jackets,Winnipeg Jets,5,3,
541,2016-12-29,New Jersey Devils,Washington Capitals,2,1,SO
542,2016-12-30,Chicago Blackhawks,Carolina Hurricanes,2,3,
543,2016-12-30,Philadelphia Flyers,San Jose Sharks,0,2,
544,2016-12-30,Nashville Predators,St. Louis Blues,4,0,
545,2016-12-30,Anaheim Ducks,Vancouver Canucks,2,3,OT
546,2016-12-31,Buffalo Sabres,Boston Bruins,1,3,
547,2016-12-31,Arizona Coyotes,Calgary Flames,2,4,
548,2016-12-31,New York Rangers,Colorado Avalanche,6,2,
549,2016-12-31,Florida Panthers,Dallas Stars,3,1,
550,2016-12-31,Vancouver Canucks,Edmonton Oilers,3,2,SO
551,2016-12-31,San Jose Sharks,Los Angeles Kings,2,3,
552,2016-12-31,Columbus Blue Jackets,Minnesota Wild,4,2,
553,2016-12-31,Washington Capitals,New Jersey Devils,6,2,
554,2016-12-31,Montreal Canadiens,Pittsburgh Penguins,3,4,OT
555,2016-12-31,Carolina Hurricanes,Tampa Bay Lightning,1,3,
556,2016-12-31,New York Islanders,Winnipeg Jets,6,2,
557,2017-01-01,Philadelphia Flyers,Anaheim Ducks,3,4,SO
558,2017-01-01,Detroit Red Wings,Toronto Maple Leafs,4,5,OT
559,2017-01-01,Ottawa Senators,Washington Capitals,1,2,
560,2017-01-02,Boston Bruins,New Jersey Devils,0,3,
561,2017-01-02,Chicago Blackhawks,St. Louis Blues,1,4,
562,2017-01-02,Colorado Avalanche,Vancouver Canucks,2,3,
563,2017-01-03,New Jersey Devils,Carolina Hurricanes,3,1,
564,2017-01-03,Edmonton Oilers,Columbus Blue Jackets,1,3,
565,2017-01-03,Montreal Canadiens,Nashville Predators,2,1,OT
566,2017-01-03,Buffalo Sabres,New York Rangers,4,1,
567,2017-01-03,Los Angeles Kings,San Jose Sharks,2,1,OT
568,2017-01-03,Winnipeg Jets,Tampa Bay Lightning,6,4,
569,2017-01-03,Toronto Maple Leafs,Washington Capitals,5,6,OT
570,2017-01-04,Detroit Red Wings,Anaheim Ducks,0,2,
571,2017-01-04,Colorado Avalanche,Calgary Flames,1,4,
572,2017-01-04,Montreal Canadiens,Dallas Stars,4,3,OT
573,2017-01-04,Winnipeg Jets,Florida Panthers,4,1,
574,2017-01-04,New York Rangers,Philadelphia Flyers,5,2,
575,2017-01-04,Arizona Coyotes,Vancouver Canucks,0,3,
576,2017-01-05,Edmonton Oilers,Boston Bruins,4,3,
577,2017-01-05,Buffalo Sabres,Chicago Blackhawks,3,4,OT
578,2017-01-05,Detroit Red Wings,Los Angeles Kings,4,0,
579,2017-01-05,Minnesota Wild,San Jose Sharks,5,4,
580,2017-01-05,Carolina Hurricanes,St. Louis Blues,4,2,
581,2017-01-05,Nashville Predators,Tampa Bay Lightning,6,1,
582,2017-01-05,Columbus Blue Jackets,Washington Capitals,0,5,
583,2017-01-06,Arizona Coyotes,Anaheim Ducks,2,3,OT
584,2017-01-06,Carolina Hurricanes,Chicago Blackhawks,1,2,
585,2017-01-06,New York Islanders,Colorado Avalanche,1,2,OT
586,2017-01-06,Nashville Predators,Florida Panthers,1,2,
587,2017-01-06,Toronto Maple Leafs,New Jersey Devils,4,2,
588,2017-01-06,Calgary Flames,Vancouver Canucks,2,4,
589,2017-01-07,New York Islanders,Arizona Coyotes,1,2,SO
590,2017-01-07,Winnipeg Jets,Buffalo Sabres,3,4,
591,2017-01-07,New York Rangers,Columbus Blue Jackets,5,4,
592,2017-01-07,Vancouver Canucks,Calgary Flames,1,3,
593,2017-01-07,Boston Bruins,Florida Panthers,4,0,
594,2017-01-07,Minnesota Wild,Los Angeles Kings,3,4,OT
595,2017-01-07,Edmonton Oilers,New Jersey Devils,2,1,OT
596,2017-01-07,Washington Capitals,Ottawa Senators,1,0,
597,2017-01-07,Tampa Bay Lightning,Philadelphia Flyers,2,4,
598,2017-01-07,Detroit Red Wings,San Jose Sharks,3,6,
599,2017-01-07,Dallas Stars,St. Louis Blues,3,4,
600,2017-01-07,Montreal Canadiens,Toronto Maple Leafs,5,3,
601,2017-01-08,Minnesota Wild,Anaheim Ducks,2,1,
602,2017-01-08,Boston Bruins,Carolina Hurricanes,3,4,OT
603,2017-01-08,Philadelphia Flyers,Columbus Blue Jackets,1,2,OT
604,2017-01-08,Nashville Predators,Chicago Blackhawks,2,5,
605,2017-01-08,Edmonton Oilers,Ottawa Senators,3,5,
606,2017-01-08,Tampa Bay Lightning,Pittsburgh Penguins,2,6,
607,2017-01-09,Dallas Stars,Los Angeles Kings,6,4,
608,2017-01-09,Washington Capitals,Montreal Canadiens,4,1,
609,2017-01-09,Florida Panthers,New Jersey Devils,3,0,
610,2017-01-09,Calgary Flames,Winnipeg Jets,0,2,
611,2017-01-10,Dallas Stars,Anaheim Ducks,0,2,
612,2017-01-10,Philadelphia Flyers,Buffalo Sabres,1,4,
613,2017-01-10,Columbus Blue Jackets,Carolina Hurricanes,3,5,
614,2017-01-10,Detroit Red Wings,Chicago Blackhawks,3,4,OT
615,2017-01-10,San Jose Sharks,Edmonton Oilers,5,3,
616,2017-01-10,Vancouver Canucks,Nashville Predators,1,2,OT
617,2017-01-10,Boston Bruins,St. Louis Blues,5,3,
618,2017-01-11,San Jose Sharks,Calgary Flames,2,3,
619,2017-01-11,Florida Panthers,New York Islanders,2,1,
620,2017-01-11,Montreal Canadiens,Winnipeg Jets,7,4,
621,2017-01-11,Pittsburgh Penguins,Washington Capitals,2,5,
622,2017-01-12,Anaheim Ducks,Colorado Avalanche,4,1,
623,2017-01-12,Detroit Red Wings,Dallas Stars,2,5,
624,2017-01-12,New Jersey Devils,Edmonton Oilers,2,3,OT
625,2017-01-12,St. Louis Blues,Los Angeles Kings,1,5,
626,2017-01-12,Montreal Canadiens,Minnesota Wild,1,7,
627,2017-01-12,Boston Bruins,Nashville Predators,1,2,
628,2017-01-12,Pittsburgh Penguins,Ottawa Senators,1,4,
629,2017-01-12,Vancouver Canucks,Philadelphia Flyers,4,5,SO
630,2017-01-12,Buffalo Sabres,Tampa Bay Lightning,2,4,
631,2017-01-13,Winnipeg Jets,Arizona Coyotes,3,4,
632,2017-01-13,Buffalo Sabres,Carolina Hurricanes,2,5,
633,2017-01-13,New Jersey Devils,Calgary Flames,2,1,
634,2017-01-13,New York Islanders,Florida Panthers,5,2,
635,2017-01-13,Toronto Maple Leafs,New York Rangers,4,2,
636,2017-01-13,Columbus Blue Jackets,Tampa Bay Lightning,3,1,
637,2017-01-13,Chicago Blackhawks,Washington Capitals,0,6,
638,2017-01-14,Anaheim Ducks,Arizona Coyotes,3,0,
639,2017-01-14,Philadelphia Flyers,Boston Bruins,3,6,
640,2017-01-14,New York Islanders,Carolina Hurricanes,4,7,
641,2017-01-14,Nashville Predators,Colorado Avalanche,3,2,
642,2017-01-14,Minnesota Wild,Dallas Stars,5,4,
643,2017-01-14,Pittsburgh Penguins,Detroit Red Wings,3,6,
644,2017-01-14,Calgary Flames,Edmonton Oilers,1,2,SO
645,2017-01-14,Columbus Blue Jackets,Florida Panthers,3,4,
646,2017-01-14,Winnipeg Jets,Los Angeles Kings,2,3,OT
647,2017-01-14,New York Rangers,Montreal Canadiens,4,5,
648,2017-01-14,Toronto Maple Leafs,Ottawa Senators,4,2,
649,2017-01-14,St. Louis Blues,San Jose Sharks,4,0,
650,2017-01-15,St. Louis Blues,Anaheim Ducks,2,1,OT
651,2017-01-15,Minnesota Wild,Chicago Blackhawks,3,2,
652,2017-01-15,New Jersey Devils,Vancouver Canucks,2,1,OT
653,2017-01-15,Philadelphia Flyers,Washington Capitals,0,5,
654,2017-01-16,New York Islanders,Boston Bruins,4,0,
655,2017-01-16,Dallas Stars,Buffalo Sabres,1,4,
656,2017-01-16,Montreal Canadiens,Detroit Red Wings,0,1,
657,2017-01-16,Arizona Coyotes,Edmonton Oilers,1,3,
658,2017-01-16,Tampa Bay Lightning,Los Angeles Kings,2,1,
659,2017-01-16,Washington Capitals,Pittsburgh Penguins,7,8,OT
660,2017-01-16,Winnipeg Jets,San Jose Sharks,2,5,
661,2017-01-17,Tampa Bay Lightning,Anaheim Ducks,1,2,OT
662,2017-01-17,Carolina Hurricanes,Columbus Blue Jackets,1,4,
663,2017-01-17,Florida Panthers,Calgary Flames,2,5,
664,2017-01-17,Chicago Blackhawks,Colorado Avalanche,6,4,
665,2017-01-17,New Jersey Devils,Minnesota Wild,4,3,
666,2017-01-17,Dallas Stars,New York Rangers,7,6,
667,2017-01-17,Ottawa Senators,St. Louis Blues,6,4,
668,2017-01-17,Buffalo Sabres,Toronto Maple Leafs,3,4,
669,2017-01-17,Nashville Predators,Vancouver Canucks,0,1,
670,2017-01-18,Boston Bruins,Detroit Red Wings,5,6,SO
671,2017-01-18,Florida Panthers,Edmonton Oilers,3,4,OT
672,2017-01-18,San Jose Sharks,Los Angeles Kings,3,2,
673,2017-01-18,Pittsburgh Penguins,Montreal Canadiens,4,1,
674,2017-01-18,Arizona Coyotes,Winnipeg Jets,3,6,
675,2017-01-19,Colorado Avalanche,Anaheim Ducks,1,2,
676,2017-01-19,Ottawa Senators,Columbus Blue Jackets,2,0,
677,2017-01-19,Nashville Predators,Calgary Flames,4,3,
678,2017-01-19,Arizona Coyotes,Minnesota Wild,3,4,
679,2017-01-19,Dallas Stars,New York Islanders,0,3,
680,2017-01-19,Tampa Bay Lightning,San Jose Sharks,1,2,
681,2017-01-19,Washington Capitals,St. Louis Blues,7,3,
682,2017-01-19,New York Rangers,Toronto Maple Leafs,5,2,
683,2017-01-20,Chicago Blackhawks,Boston Bruins,1,0,
684,2017-01-20,Detroit Red Wings,Buffalo Sabres,2,3,OT
685,2017-01-20,Pittsburgh Penguins,Carolina Hurricanes,7,1,
686,2017-01-20,Nashville Predators,Edmonton Oilers,3,2,SO
687,2017-01-20,Montreal Canadiens,New Jersey Devils,3,1,
688,2017-01-20,Florida Panthers,Vancouver Canucks,1,2,
689,2017-01-21,Tampa Bay Lightning,Arizona Coyotes,3,5,
690,2017-01-21,Carolina Hurricanes,Columbus Blue Jackets,2,3,
691,2017-01-21,Edmonton Oilers,Calgary Flames,7,3,
692,2017-01-21,Washington Capitals,Dallas Stars,4,3,OT
693,2017-01-21,Anaheim Ducks,Minnesota Wild,3,5,
694,2017-01-21,Buffalo Sabres,Montreal Canadiens,3,2,OT
695,2017-01-21,Los Angeles Kings,New York Islanders,2,4,
696,2017-01-21,New Jersey Devils,Philadelphia Flyers,4,1,
697,2017-01-21,Colorado Avalanche,San Jose Sharks,2,3,OT
698,2017-01-21,Ottawa Senators,Toronto Maple Leafs,3,2,SO
699,2017-01-21,St. Louis Blues,Winnipeg Jets,3,5,
700,2017-01-22,Vancouver Canucks,Chicago Blackhawks,2,4,
701,2017-01-22,New York Rangers,Detroit Red Wings,1,0,OT
702,2017-01-22,Nashville Predators,Minnesota Wild,4,2,
703,2017-01-22,Philadelphia Flyers,New York Islanders,3,2,OT
704,2017-01-22,Columbus Blue Jackets,Ottawa Senators,7,6,OT
705,2017-01-22,Boston Bruins,Pittsburgh Penguins,1,5,
706,2017-01-23,Florida Panthers,Arizona Coyotes,2,3,OT
707,2017-01-23,San Jose Sharks,Colorado Avalanche,5,2,
708,2017-01-23,Los Angeles Kings,New York Rangers,2,3,
709,2017-01-23,Calgary Flames,Toronto Maple Leafs,0,4,
710,2017-01-23,Anaheim Ducks,Winnipeg Jets,3,2,
711,2017-01-23,Carolina Hurricanes,Washington Capitals,1,6,
712,2017-01-24,Detroit Red Wings,Boston Bruins,3,4,OT
713,2017-01-24,Tampa Bay Lightning,Chicago Blackhawks,5,2,
714,2017-01-24,Minnesota Wild,Dallas Stars,3,2,SO
715,2017-01-24,Calgary Flames,Montreal Canadiens,1,5,
716,2017-01-24,Los Angeles Kings,New Jersey Devils,3,1,
717,2017-01-24,Buffalo Sabres,Nashville Predators,5,4,OT
718,2017-01-24,Columbus Blue Jackets,New York Islanders,2,4,
719,2017-01-24,Washington Capitals,Ottawa Senators,0,3,
720,2017-01-24,St. Louis Blues,Pittsburgh Penguins,3,0,
721,2017-01-24,San Jose Sharks,Winnipeg Jets,4,3,
722,2017-01-25,Edmonton Oilers,Anaheim Ducks,4,0,
723,2017-01-25,Vancouver Canucks,Colorado Avalanche,3,2,
724,2017-01-25,Toronto Maple Leafs,Detroit Red Wings,4,0,
725,2017-01-25,Philadelphia Flyers,New York Rangers,2,0,
726,2017-01-26,Vancouver Canucks,Arizona Coyotes,0,3,
727,2017-01-26,Pittsburgh Penguins,Boston Bruins,3,4,
728,2017-01-26,Los Angeles Kings,Carolina Hurricanes,3,0,
729,2017-01-26,Winnipeg Jets,Chicago Blackhawks,5,3,
730,2017-01-26,Buffalo Sabres,Dallas Stars,3,4,
731,2017-01-26,Tampa Bay Lightning,Florida Panthers,1,2,OT
732,2017-01-26,St. Louis Blues,Minnesota Wild,1,5,
733,2017-01-26,Washington Capitals,New Jersey Devils,5,2,
734,2017-01-26,Columbus Blue Jackets,Nashville Predators,3,4,
735,2017-01-26,Montreal Canadiens,New York Islanders,1,3,
736,2017-01-26,Calgary Flames,Ottawa Senators,3,2,OT
737,2017-01-26,Toronto Maple Leafs,Philadelphia Flyers,1,2,
738,2017-01-26,Edmonton Oilers,San Jose Sharks,4,1,
739,2017-01-31,Colorado Avalanche,Anaheim Ducks,1,5,
740,2017-01-31,Los Angeles Kings,Arizona Coyotes,3,2,
741,2017-01-31,Philadelphia Flyers,Carolina Hurricanes,1,5,
742,2017-01-31,Toronto Maple Leafs,Dallas Stars,3,6,
743,2017-01-31,New Jersey Devils,Detroit Red Wings,4,3,
744,2017-01-31,Minnesota Wild,Edmonton Oilers,5,2,
745,2017-01-31,Ottawa Senators,Florida Panthers,5,6,
746,2017-01-31,Buffalo Sabres,Montreal Canadiens,2,5,
747,2017-01-31,Washington Capitals,New York Islanders,2,3,
748,2017-01-31,Columbus Blue Jackets,New York Rangers,6,4,
749,2017-01-31,Nashville Predators,Pittsburgh Penguins,2,4,
750,2017-01-31,Chicago Blackhawks,San Jose Sharks,1,3,
751,2017-01-31,Winnipeg Jets,St. Louis Blues,5,3,
752,2017-01-31,Boston Bruins,Tampa Bay Lightning,4,3,
753,2017-02-01,Minnesota Wild,Calgary Flames,1,5,
754,2017-02-01,Colorado Avalanche,Los Angeles Kings,0,5,
755,2017-02-01,Boston Bruins,Washington Capitals,3,5,
756,2017-02-02,Chicago Blackhawks,Arizona Coyotes,4,3,
757,2017-02-02,New York Rangers,Buffalo Sabres,2,1,OT
758,2017-02-02,Winnipeg Jets,Dallas Stars,4,3,
759,2017-02-02,Edmonton Oilers,Nashville Predators,0,2,
760,2017-02-02,Montreal Canadiens,Philadelphia Flyers,1,3,
761,2017-02-02,Toronto Maple Leafs,St. Louis Blues,1,5,
762,2017-02-02,Ottawa Senators,Tampa Bay Lightning,5,2,
763,2017-02-02,San Jose Sharks,Vancouver Canucks,4,1,
764,2017-02-03,Edmonton Oilers,Carolina Hurricanes,1,2,
765,2017-02-03,New York Islanders,Detroit Red Wings,4,5,
766,2017-02-03,Anaheim Ducks,Florida Panthers,1,2,
767,2017-02-03,Calgary Flames,New Jersey Devils,4,3,OT
768,2017-02-03,Columbus Blue Jackets,Pittsburgh Penguins,3,4,OT
769,2017-02-04,Toronto Maple Leafs,Boston Bruins,6,5,
770,2017-02-04,Ottawa Senators,Buffalo Sabres,0,4,
771,2017-02-04,New Jersey Devils,Columbus Blue Jackets,5,1,
772,2017-02-04,Winnipeg Jets,Colorado Avalanche,2,5,
773,2017-02-04,Chicago Blackhawks,Dallas Stars,5,3,
774,2017-02-04,Washington Capitals,Montreal Canadiens,3,2,
775,2017-02-04,Detroit Red Wings,Nashville Predators,1,0,
776,2017-02-04,Carolina Hurricanes,New York Islanders,5,4,OT
777,2017-02-04,Los Angeles Kings,Philadelphia Flyers,1,0,OT
778,2017-02-04,Arizona Coyotes,San Jose Sharks,3,2,SO
779,2017-02-04,Pittsburgh Penguins,St. Louis Blues,4,1,
780,2017-02-04,Anaheim Ducks,Tampa Bay Lightning,2,3,SO
781,2017-02-04,Minnesota Wild,Vancouver Canucks,6,3,
782,2017-02-05,Edmonton Oilers,Montreal Canadiens,1,0,SO
783,2017-02-05,Calgary Flames,New York Rangers,3,4,
784,2017-02-05,Los Angeles Kings,Washington Capitals,0,5,
785,2017-02-06,Buffalo Sabres,New Jersey Devils,1,2,
786,2017-02-06,Toronto Maple Leafs,New York Islanders,5,6,OT
787,2017-02-06,St. Louis Blues,Philadelphia Flyers,2,0,
788,2017-02-07,San Jose Sharks,Buffalo Sabres,4,5,OT
789,2017-02-07,Montreal Canadiens,Colorado Avalanche,0,4,
790,2017-02-07,Columbus Blue Jackets,Detroit Red Wings,3,2,OT
791,2017-02-07,Vancouver Canucks,Nashville Predators,2,4,
792,2017-02-07,Anaheim Ducks,New York Rangers,1,4,
793,2017-02-07,St. Louis Blues,Ottawa Senators,6,0,
794,2017-02-07,Calgary Flames,Pittsburgh Penguins,3,2,SO
795,2017-02-07,Los Angeles Kings,Tampa Bay Lightning,0,5,
796,2017-02-07,Dallas Stars,Toronto Maple Leafs,1,3,
797,2017-02-07,Minnesota Wild,Winnipeg Jets,4,2,
798,2017-02-07,Carolina Hurricanes,Washington Capitals,0,5,
799,2017-02-08,Chicago Blackhawks,Minnesota Wild,4,3,OT
800,2017-02-09,Montreal Canadiens,Arizona Coyotes,5,4,OT
801,2017-02-09,San Jose Sharks,Boston Bruins,3,6,
802,2017-02-09,Anaheim Ducks,Buffalo Sabres,5,2,
803,2017-02-09,Vancouver Canucks,Columbus Blue Jackets,3,0,
804,2017-02-09,Pittsburgh Penguins,Colorado Avalanche,4,1,
805,2017-02-09,Los Angeles Kings,Florida Panthers,6,3,
806,2017-02-09,Nashville Predators,New York Rangers,3,4,
807,2017-02-09,Dallas Stars,Ottawa Senators,2,3,
808,2017-02-09,New York Islanders,Philadelphia Flyers,3,1,
809,2017-02-09,St. Louis Blues,Toronto Maple Leafs,2,1,OT
810,2017-02-09,Detroit Red Wings,Washington Capitals,3,6,
811,2017-02-10,Tampa Bay Lightning,Minnesota Wild,1,2,SO
812,2017-02-10,Chicago Blackhawks,Winnipeg Jets,5,2,
813,2017-02-11,Pittsburgh Penguins,Arizona Coyotes,3,4,OT
814,2017-02-11,Vancouver Canucks,Boston Bruins,3,4,
815,2017-02-11,Detroit Red Wings,Columbus Blue Jackets,1,2,
816,2017-02-11,Carolina Hurricanes,Dallas Stars,2,5,
817,2017-02-11,Chicago Blackhawks,Edmonton Oilers,5,1,
818,2017-02-11,St. Louis Blues,Montreal Canadiens,4,2,
819,2017-02-11,Florida Panthers,Nashville Predators,7,4,
820,2017-02-11,Colorado Avalanche,New York Rangers,2,4,
821,2017-02-11,New York Islanders,Ottawa Senators,0,3,
822,2017-02-11,San Jose Sharks,Philadelphia Flyers,1,2,OT
